-6   33      50
-6   34      50
-6   35      50
-6   36      50
-7    1      60
-7    2      60
-7    3      60
-7    4      60
-7    5      60
-7    6      60
-7    7      60
-7    8      55
-7    9      60
-7   10      60
-7   11      60
-7   12      60
-7   13      60
-7   14      60
-7   15      60
-7   16      60
-7   17    -999
-7   18      50
-7   19      55
-7   20      50
-7   21      50
-7   22      50
-7   23      55
-7   24      50
-7   25      50
-7   26      50
-7   27      55
-7   28    -999
-7   29      45
-7   30      50
-7   31      55
-7   32      55
-7   33      50
-7   34      50
-7   35      50
-7   36      55
-8    1    -999
-8    2      50
-8    3    -999
-8    4      45
-8    5    -999
-8    6      45
-8    7      50
-8    8      50
-8    9      45
-8   10      50
-8   11      50
-8   12      45
-8   13      50
-8   14      50
-8   15      45
-8   16      45
-8   17      45
-8   18      50
-8   19      50
-8   20      45
-8   21    -999
-8   22      50
-8   23      50
-8   24      50
-8   25      45
-8   26      45
-8   27      50
-8   28      50
-8   29      45
-8   30      50
-8   31      45
-8   32      45
-8   33      45
-8   34      50
-8   35      50
-8   36      50
-9    1    -999
-9    2    -999
-9    3      85
-9    4      45
-9    5    -999
-9    6      50
-9    7      50
-9    8      50
-9    9      50
-9   10      45
-9   11      50
-9   12      50
-9   13      45
-9   14      50
-9   15      50
-9   16      85
-9   17      50
-9   18      50
-9   19      50
-9   20      45
-9   21      50
-9   22      50
-9   23      50
-9   24      50
-9   25      50
-9   26      45
-9   27      50
-9   28      50
-9   29      45
-9   30      45
-9   31      50
-9   32      45
-9   33      50
-9   34    -999
-9   35      50
-9   36      50
-10    1    -999
-10    2      60
-10    3      60
-10    4      60
-10    5      60
-10    6      60
-10    7      65
-10    8      60
-10    9      55
-10   10      60
-10   11      60
-10   12      65
-10   13      60
-10   14      65
-10   15      60
-10   16      60
-10   17      50
-10   18      50
-10   19      50
-10   20      50
-10   21      50
-10   22      50
-10   23      80
-10   24      45
-10   25      45
-10   26      50
-10   27      50
-10   28      50
-10   29      50
-10   30      50
-10   31      50
-10   32      45
-10   33      50
-10   34      50
-10   35      65
-10   36      55
-11    1    -999
-11    2    -999
-11    3    -999
-11    4    -999
-11    5     100
-11    6      30
-11    7      35
-11    8    -999
-11    9    -999
-11   10      35
-11   11      35
-11   12      30
-11   13      35
-11   14      35
-11   15    -999
-11   16      35
-11   17      35
-11   18      30
-11   19      35
-11   20      35
-11   21      35
-11   22     120
-11   23      35
-11   24     115
-11   25      35
-11   26      35
-11   27      40
-11   28     125
-11   29     115
-11   30     115
-11   31      35
-11   32      35
-11   33      30
-11   34      45
-11   35      35
-11   36      30
-11   37     100
-11   38      35
-11   39      35
-11   40      40
-11   41      35
-11   42      40
-12    1      35
-12    2      35
-12    3     100
-12    4     100
-12    5      40
-12    6      35
-12    7      30
-12    8     100
-12    9     100
-12   10    -999
-12   11     100
-12   12     100
-12   13      35
-12   14     100
-12   15      40
-12   16      35
-12   17     100
-12   18      35
-12   19      30
-12   20      95
-12   21     100
-12   22     100
-12   23      35
-12   24      30
-12   25    -999
-12   26      35
-12   27      35
-12   28      35
-12   29      30
-12   30      30
-12   31      30
-12   32     100
-12   33     100
-12   34      35
-12   35      40
-12   36      35
-12   37      35
-12   38      40
-12   39      35
-12   40      35
-12   41      65
-12   42     100
-13    1    -999
-13    2     125
-13    3     125
-13    4     125
-13    5     120
-13    6      35
-13    7      35
-13    8      35
-13    9      35
-13   10     100
-13   11      30
-13   12      30
-13   13      35
-13   14    -999
-13   15    -999
-13   16      30
-13   17      20
-13   18      35
-13   19      30
-13   20    -999
-13   21      30
-13   22     100
-13   23      95
-13   24     100
-13   25      35
-13   26     100
-13   27     100
-13   28      35
-13   29      80
-13   30    -999
-13   31     105
-13   32    -999
-13   33     100
-13   34      30
-13   35      95
-13   36      35
-13   37      35
-13   38      90
-13   39      95
-13   40      50
-13   41     100
-13   42    -999
-14    1      25
-14    2      60
-14    3      30
-14    4      30
-14    5      30
-14    6      30
-14    7      25
-14    8      30
-14    9      25
-14   10    -999
-14   11      30
-14   12      35
-14   13      35
-14   14      60
-14   15      30
-14   16      55
-14   17      30
-14   18    -999
-14   19      35
-14   20      30
-14   21    -999
-14   22      30
-14   23    -999
-14   24      25
-14   25      50
-14   26      30
-14   27    -999
-14   28      50
-14   29      55
-14   30    -999
-14   31    -999
-14   32    -999
-14   33      15
-14   34      35
-14   35     105
-14   36      35
-14   37     110
-14   38      30
-14   39      35
-14   40      30
-14   41      30
-14   42      35
-15    1      30
-15    2      70
-15    3    -999
-15    4      30
-15    5    -999
-15    6      70
-15    7      65
-15    8    -999
-15    9    -999
-15   10      70
-15   11      30
-15   12      30
-15   13    -999
-15   14    -999
-15   15    -999
-15   16    -999
-15   17    -999
-15   18     175
-15   19      60
-15   20    -999
-15   21    -999
-15   22      30
-15   23      45
-15   24    -999
-15   25      30
-15   26      40
-15   27      35
-15   28      55
-15   29      45
-15   30      30
-15   31      30
-15   32      30
-15   33    -999
-15   34      30
-15   35      30
-15   36      30
-15   37      30
-15   38      30
-15   39    -999
-15   40    -999
-15   41      30
-15   42      30
-16    1      30
-16    2      30
-16    3      70
-16    4      30
-16    5      30
-16    6      30
-16    7      30
-16    8      30
-16    9      30
-16   10      60
-16   11    -999
-16   12    -999
-16   13    -999
-16   14      70
-16   15    -999
-16   16      65
-16   17    -999
-16   18    -999
-16   19      55
-16   20    -999
-16   21      55
-16   22      30
-16   23      30
-16   24      30
-16   25    -999
-16   26      30
-16   27      30
-16   28      30
-16   29      30
-16   30      30
-16   31    -999
-16   32      30
-16   33      65
-16   34      35
-16   35      30
-16   36      30
-16   37      35
-16   38      35
-16   39      40
-16   40      35
-16   41      30
-16   42      40
-17    1    -999
-17    2    -999
-17    3    -999
-17    4    -999
-17    5    -999
-17    6    -999
-17    7    -999
-17    8    -999
-17    9    -999
-17   10    -999
-17   11    -999
-17   12    -999
-17   13    -999
-17   14    -999
-17   15    -999
-17   16    -999
-17   17    -999
-17   18    -999
-17   19    -999
-17   20    -999
-17   21    -999
-17   22    -999
-17   23    -999
-17   24    -999
-17   25    -999
-17   26    -999
-17   27    -999
-17   28    -999
-17   29    -999
-17   30    -999
-17   31    -999
-17   32    -999
-17   33    -999
-17   34    -999
-17   35    -999
-17   36    -999
-17   37    -999
-17   38    -999
-17   39    -999
-17   40    -999
-17   41    -999
-17   42    -999
-18    1    -999
-18    2    -999
-18    3      30
-18    4      15
-18    5    -999
-18    6      35
-18    7      30
-18    8    -999
-18    9      30
-18   10      30
-18   11      30
-18   12     145
-18   13      30
-18   14    -999
-18   15      30
-18   16      30
-18   17      35
-18   18      35
-18   19      35
-18   20      30
-18   21      35
-18   22      30
-18   23      35
-18   24    -999
-18   25      40
-18   26      35
-18   27      35
-18   28      35
-18   29      30
-18   30      35
-18   31      35
-18   32      35
-18   33      30
-18   34      30
-18   35      30
-18   36    -999
-18   37      30
-18   38      35
-18   39      25
-18   40      15
-18   41      30
-18   42      30
-19    1     140
-19    2      40
-19    3      30
-19    4     135
-19    5      30
-19    6      30
-19    7      30
-19    8      35
-19    9      30
-19   10      30
-19   11    -999
-19   12     135
-19   13    -999
-19   14     135
-19   15    -999
-19   16    -999
-19   17    -999
-19   18      55
-19   19      35
-19   20     155
-19   21      35
-19   22      35
-19   23      35
-19   24      35
-19   25      30
-19   26      35
-19   27      35
-19   28    -999
-19   29    -999
-19   30    -999
-19   31    -999
-19   32    -999
-19   33    -999
-19   34    -999
-19   35    -999
-19   36    -999
-19   37    -999
-19   38    -999
-19   39    -999
-19   40    -999
-19   41    -999
-19   42     135
