-8   19      61
-8   20      54
-8   21    -999
-8   22      61
-8   23      61
-8   24      61
-8   25      54
-8   26      54
-8   27      61
-8   28      61
-8   29      54
-8   30      61
-8   31      54
-8   32      54
-8   33      54
-8   34      61
-8   35      61
-8   36      61
-9    1    -999
-9    2    -999
-9    3     103
-9    4      54
-9    5    -999
-9    6      61
-9    7      61
-9    8      61
-9    9      61
-9   10      54
-9   11      61
-9   12      61
-9   13      54
-9   14      61
-9   15      61
-9   16     103
-9   17      61
-9   18      61
-9   19      61
-9   20      54
-9   21      61
-9   22      61
-9   23      61
-9   24      61
-9   25      61
-9   26      54
-9   27      61
-9   28      61
-9   29      54
-9   30      54
-9   31      61
-9   32      54
-9   33      61
-9   34    -999
-9   35      61
-9   36      61
-10    1    -999
-10    2      73
-10    3      73
-10    4      73
-10    5      73
-10    6      73
-10    7      79
-10    8      73
-10    9      67
-10   10      73
-10   11      73
-10   12      79
-10   13      73
-10   14      79
-10   15      73
-10   16      73
-10   17      61
-10   18      61
-10   19      61
-10   20      61
-10   21      61
-10   22      61
-10   23      97
-10   24      54
-10   25      54
-10   26      61
-10   27      61
-10   28      61
-10   29      61
-10   30      61
-10   31      61
-10   32      54
-10   33      61
-10   34      61
-10   35      79
-10   36      67
-11    1    -999
-11    2    -999
-11    3    -999
-11    4    -999
-11    5     122
-11    6      36
-11    7      42
-11    8    -999
-11    9    -999
-11   10      42
-11   11      42
-11   12      36
-11   13      42
-11   14      42
-11   15    -999
-11   16      42
-11   17      42
-11   18      36
-11   19      42
-11   20      42
-11   21      42
-11   22     146
-11   23      42
-11   24     140
-11   25      42
-11   26      42
-11   27      48
-11   28     152
-11   29     140
-11   30     140
-11   31      42
-11   32      42
-11   33      36
-11   34      54
-11   35      42
-11   36      36
-11   37     122
-11   38      42
-11   39      42
-11   40      48
-11   41      42
-11   42      48
-12    1      42
-12    2      42
-12    3     122
-12    4     122
-12    5      48
-12    6      42
-12    7      36
-12    8     122
-12    9     122
-12   10    -999
-12   11     122
-12   12     122
-12   13      42
-12   14     122
-12   15      48
-12   16      42
-12   17     122
-12   18      42
-12   19      36
-12   20     115
-12   21     122
-12   22     122
-12   23      42
-12   24      36
-12   25    -999
-12   26      42
-12   27      42
-12   28      42
-12   29      36
-12   30      36
-12   31      36
-12   32     122
-12   33     122
-12   34      42
-12   35      48
-12   36      42
-12   37      42
-12   38      48
-12   39      42
-12   40      42
-12   41      79
-12   42     122
-13    1    -999
-13    2     152
-13    3     152
-13    4     152
-13    5     146
-13    6      42
-13    7      42
-13    8      42
-13    9      42
-13   10     122
-13   11      36
-13   12      36
-13   13      42
-13   14    -999
-13   15    -999
-13   16      36
-13   17      24
-13   18      42
-13   19      36
-13   20    -999
-13   21      36
-13   22     122
-13   23     115
-13   24     122
-13   25      42
-13   26     122
-13   27     122
-13   28      42
-13   29      97
-13   30    -999
-13   31     128
-13   32    -999
-13   33     122
-13   34      36
-13   35     115
-13   36      42
-13   37      42
-13   38     109
-13   39     115
-13   40      61
-13   41     122
-13   42    -999
-14    1      30
-14    2      73
-14    3      36
-14    4      36
-14    5      36
-14    6      36
-14    7      30
-14    8      36
-14    9      30
-14   10    -999
-14   11      36
-14   12      42
-14   13      42
-14   14      73
-14   15      36
-14   16      67
-14   17      36
-14   18    -999
-14   19      42
-14   20      36
-14   21    -999
-14   22      36
-14   23    -999
-14   24      30
-14   25      61
-14   26      36
-14   27    -999
-14   28      61
-14   29      67
-14   30    -999
-14   31    -999
-14   32    -999
-14   33      18
-14   34      42
-14   35     128
-14   36      42
-14   37     134
-14   38      36
-14   39      42
-14   40      36
-14   41      36
-14   42      42
-15    1      36
-15    2      85
-15    3    -999
-15    4      36
-15    5    -999
-15    6      85
-15    7      79
-15    8    -999
-15    9    -999
-15   10      85
-15   11      36
-15   12      36
-15   13    -999
-15   14    -999
-15   15    -999
-15   16    -999
-15   17    -999
-15   18     213
-15   19      73
-15   20    -999
-15   21    -999
-15   22      36
-15   23      54
-15   24    -999
-15   25      36
-15   26      48
-15   27      42
-15   28      67
-15   29      54
-15   30      36
-15   31      36
-15   32      36
-15   33    -999
-15   34      36
-15   35      36
-15   36      36
-15   37      36
-15   38      36
-15   39    -999
-15   40    -999
-15   41      36
-15   42      36
-16    1      36
-16    2      36
-16    3      85
-16    4      36
-16    5      36
-16    6      36
-16    7      36
-16    8      36
-16    9      36
-16   10      73
-16   11    -999
-16   12    -999
-16   13    -999
-16   14      85
-16   15    -999
-16   16      79
-16   17    -999
-16   18    -999
-16   19      67
-16   20    -999
-16   21      67
-16   22      36
-16   23      36
-16   24      36
-16   25    -999
-16   26      36
-16   27      36
-16   28      36
-16   29      36
-16   30      36
-16   31    -999
-16   32      36
-16   33      79
-16   34      42
-16   35      36
-16   36      36
-16   37      42
-16   38      42
-16   39      48
-16   40      42
-16   41      36
-16   42      48
-17    1    -999
-17    2    -999
-17    3    -999
-17    4    -999
-17    5    -999
-17    6    -999
-17    7    -999
-17    8    -999
-17    9    -999
-17   10    -999
-17   11    -999
-17   12    -999
-17   13    -999
-17   14    -999
-17   15    -999
-17   16    -999
-17   17    -999
-17   18    -999
-17   19    -999
-17   20    -999
-17   21    -999
-17   22    -999
-17   23    -999
-17   24    -999
-17   25    -999
-17   26    -999
-17   27    -999
-17   28    -999
-17   29    -999
-17   30    -999
-17   31    -999
-17   32    -999
-17   33    -999
-17   34    -999
-17   35    -999
-17   36    -999
-17   37    -999
-17   38    -999
-17   39    -999
-17   40    -999
-17   41    -999
-17   42    -999
-18    1    -999
-18    2    -999
-18    3      36
-18    4      18
-18    5    -999
-18    6      42
-18    7      36
-18    8    -999
-18    9      36
-18   10      36
-18   11      36
-18   12     176
-18   13      36
-18   14    -999
-18   15      36
-18   16      36
-18   17      42
-18   18      42
-18   19      42
-18   20      36
-18   21      42
-18   22      36
-18   23      42
-18   24    -999
-18   25      48
-18   26      42
-18   27      42
-18   28      42
-18   29      36
-18   30      42
-18   31      42
-18   32      42
-18   33      36
-18   34      36
-18   35      36
-18   36    -999
-18   37      36
-18   38      42
-18   39      30
-18   40      18
-18   41      36
-18   42      36
-19    1     170
-19    2      48
-19    3      36
-19    4     164
-19    5      36
-19    6      36
-19    7      36
-19    8      42
-19    9      36
-19   10      36
-19   11    -999
-19   12     164
-19   13    -999
-19   14     164
-19   15    -999
-19   16    -999
-19   17    -999
-19   18      67
-19   19      42
-19   20     189
-19   21      42
-19   22      42
-19   23      42
-19   24      42
-19   25      36
-19   26      42
-19   27      42
-19   28    -999
-19   29    -999
-19   30    -999
-19   31    -999
-19   32    -999
-19   33    -999
-19   34    -999
-19   35    -999
-19   36    -999
-19   37    -999
-19   38    -999
-19   39    -999
-19   40    -999
-19   41    -999
-19   42     164
