-1 1 1.5684
-1 2 1.4300
-1 4 1.3079
-1 5 1.4031
-1 6 1.2925
-1 7 1.3095
-1 8 1.2237
-1 9 1.2862
-1 10 1.2598
-1 11 1.2066
-1 12 1.2417
-1 13 1.3107
-1 14 1.1280
-1 15 1.1600
-1 16 1.1324
-1 17 1.1777
-1 18 1.0219
-1 19 1.1575
-1 20 1.0552
-2 1 1.5648
-2 2 1.3938
-2 3 1.3441
-2 4 1.7629
-2 5 1.3257
-2 6 1.4147
-2 7 1.3293
-2 9 1.3194
-2 10 1.3041
-2 11 1.2048
-2 13 1.1545
-2 14 1.2096
-2 15 1.1196
-2 16 1.2244
-2 17 1.0830
-2 18 1.1527
-2 19 1.2295
-3 1 1.5132
-3 2 1.1291
-3 3 1.3842
-3 4 1.3399
-3 5 1.4007
-3 6 1.3467
-3 8 1.2535
-3 9 1.2749
-3 12 1.2207
-3 13 1.1874
-3 14 1.2331
-3 15 1.1455
-3 16 1.1667
-3 18 1.1327
-3 19 1.1392
-3 20 1.1123
-4 1 1.4819
-4 3 1.4188
-4 4 1.3479
-4 5 1.3031
-4 9 1.2289
-4 10 1.2542
-4 11 1.2127
-4 12 1.2637
-4 13 1.1548
-4 14 1.0437
-4 15 1.1598
-4 16 1.1496
-4 17 1.0910
-4 19 1.1094
-4 20 1.1233
-5 1 2.0675
-5 2 2.7181
-5 3 2.3474
-5 4 1.6201
-5 5 2.1041
-5 6 1.6395
-5 7 1.7676
-5 8 1.6136
-5 9 1.9800
-5 11 1.9909
-5 12 1.4908
-5 13 1.6177
-5 14 1.4815
-5 15 1.4895
-5 16 1.4631
-5 17 1.3451
-5 18 1.6414
-5 19 1.3656
-5 20 1.5562
-5 21 1.4174
-5 22 1.3411
-5 23 1.2741
-5 24 1.4105
-5 25 1.2780
-5 26 1.3385
-5 27 1.2114
-5 28 1.4963
-5 29 1.3396
-5 30 1.4485
-5 31 1.2348
-5 32 1.3707
-5 33 1.2959
-5 34 1.1892
-5 35 1.2017
-5 36 1.1978
-6 1 1.8518
-6 2 1.6001
-6 3 2.0030
-6 4 1.5946
-6 5 1.9484
-6 6 1.9402
-6 7 1.7269
-6 8 1.7651
-6 9 1.9266
-6 10 1.5979
-6 11 1.8248
-6 12 1.5757
-6 13 1.4374
-6 14 1.5689
-6 15 1.4621
-6 16 1.5467
-6 17 1.4663
-6 18 1.4656
-6 19 1.5114
-6 20 1.4403
-6 22 1.4951
-6 23 1.3858
-6 24 1.4757
-6 25 1.2400
-6 26 1.2224
-6 27 1.2169
-6 28 1.3716
-6 29 1.2860
-6 30 1.2998
-6 31 1.2481
-6 32 1.3529
-6 33 1.1545
-6 34 1.3117
-6 35 1.2355
-6 36 1.2921
-7 1 1.4177
-7 2 1.6060
-7 3 1.7454
-7 4 1.6528
-7 5 1.4612
-7 6 1.5386
-7 7 1.4148
-7 8 1.5183
-7 9 1.4642
-7 10 1.7275
-7 11 1.3590
-7 12 1.5156
-7 13 1.4051
-7 14 1.4374
-7 15 1.3260
-7 16 1.4619
-7 18 1.4300
-7 19 1.3157
-7 20 1.4555
-7 21 1.2814
-7 22 1.3643
-7 23 1.3469
-7 24 1.2901
-7 25 1.4509
-7 26 1.4229
-7 27 1.1846
-7 29 1.2614
-7 30 1.3694
-7 31 1.2362
-7 32 1.7043
-7 33 1.4107
-7 34 1.3624
-7 35 1.3436
-7 36 1.5495
-8 2 1.7430
-8 4 1.7572
-8 6 1.6747
-8 7 1.9293
-8 8 1.5919
-8 9 1.3588
-8 10 1.5189
-8 11 1.9014
-8 12 1.4448
-8 13 1.4587
-8 14 1.4661
-8 15 1.3477
-8 16 1.3985
-8 17 1.4303
-8 18 1.5320
-8 19 1.2698
-8 20 1.4670
-8 22 1.3960
-8 23 1.3625
-8 24 1.2892
-8 25 1.3553
-8 26 1.3294
-8 27 1.2590
-8 28 1.3033
-8 29 1.3208
-8 30 1.2839
-8 31 1.2434
-8 32 1.4410
-8 33 1.3499
-8 34 1.2162
-8 35 1.3491
-8 36 1.1918
-9 3 1.5534
-9 4 1.6932
-9 6 1.6306
-9 7 1.4813
-9 8 1.6153
-9 9 1.4185
-9 10 1.5330
-9 11 1.5132
-9 12 1.4577
-9 13 1.3441
-9 14 1.4201
-9 15 1.5693
-9 16 1.7508
-9 17 1.3578
-9 18 1.4574
-9 19 1.4900
-9 20 1.4804
-9 21 1.2095
-9 22 1.3357
-9 23 1.3552
-9 24 1.3198
-9 25 1.2947
-9 26 1.3970
-9 27 1.3542
-9 28 1.1984
-9 29 1.2588
-9 30 1.2552
-9 31 1.2071
-9 32 1.4991
-9 33 1.1937
-9 34 1.6085
-10 2 1.6452
-10 3 1.6143
-10 4 1.6912
-10 5 1.4907
-10 6 1.7819
-10 7 1.2543
-10 8 1.8663
-10 9 1.7177
-10 10 1.5055
-10 11 1.4421
-10 12 1.5230
-10 13 1.5260
-10 14 1.4352
-10 15 1.3564
-10 16 1.4425
-10 17 1.3974
-10 18 1.5066
-10 19 1.3033
-10 20 1.4452
-10 21 1.2394
-10 22 1.3251
-10 23 1.3579
-10 24 1.4306
-10 25 1.3407
-10 26 1.4699
-10 27 1.3282
-10 28 1.3087
-10 29 1.2822
-10 30 1.2323
-10 31 1.2244
-10 32 1.3517
-10 33 1.3515
-10 34 1.2957
-10 35 1.2291
-10 36 1.3865
-11 5 2.1547
-11 6 0.9516
-11 7 1.1442
-11 8 1.7821
-11 10 1.0957
-11 11 1.1558
-11 12 1.4501
-11 13 1.3662
-11 14 1.2693
-11 15 1.3236
-11 16 1.0937
-11 17 1.1375
-11 18 1.1383
-11 19 1.3047
-11 20 1.1182
-11 21 1.4805
-11 22 1.4401
-11 23 1.3251
-11 24 1.3960
-11 25 1.0654
-11 26 1.2351
-11 27 1.2950
-11 28 1.4185
-11 29 0.8748
-11 30 1.2669
-11 31 1.2127
-11 32 1.2321
-11 33 1.3125
-11 34 1.0995
-11 35 1.1418
-11 36 1.1421
-11 37 1.0354
-11 38 1.3232
-11 39 1.4475
-11 40 1.3738
-11 41 1.3827
-11 42 1.4201
-12 1 1.1007
-12 2 1.1360
-12 3 1.9593
-12 4 2.3205
-12 6 1.1185
-12 7 1.2591
-12 8 1.4338
-12 9 1.6106
-12 11 1.9426
-12 12 1.5620
-12 13 1.0119
-12 14 1.6138
-12 15 1.2397
-12 16 1.3115
-12 17 1.2809
-12 18 1.2362
-12 19 1.3282
-12 20 1.4477
-12 21 2.4952
-12 22 1.3999
-12 23 1.4080
-12 26 1.2645
-12 27 1.5405
-12 28 1.2767
-12 29 1.2138
-12 30 1.0555
-12 31 1.2835
-12 33 0.9897
-12 34 1.1524
-12 35 1.3737
-12 36 1.3148
-12 37 1.3023
-12 38 1.2604
-12 40 1.3811
-12 42 1.0649
-13 3 2.1543
-13 4 2.1239
-13 5 2.0202
-13 6 1.0796
-13 7 1.4007
-13 8 1.1015
-13 9 1.1590
-13 10 0.7599
-13 11 1.1697
-13 12 1.3512
-13 13 1.1318
-13 16 1.1286
-13 17 0.6643
-13 18 1.1075
-13 19 1.3319
-13 21 1.0254
-13 22 1.4067
-13 23 1.0349
-13 24 1.3847
-13 25 1.2114
-13 26 1.3222
-13 27 1.1730
-13 28 1.2115
-13 29 1.0852
-13 31 1.1521
-13 33 1.1108
-13 34 1.3342
-13 35 1.0625
-13 36 1.6251
-13 37 1.3355
-13 39 1.1189
-13 40 1.0053
-13 41 0.7579
-14 1 0.9052
-14 2 1.5188
-14 3 1.4274
-14 4 1.0706
-14 5 1.1463
-14 6 1.1676
-14 7 1.4555
-14 8 1.0231
-14 9 1.2671
-14 11 0.9618
-14 12 1.2485
-14 13 1.1697
-14 14 1.1348
-14 15 1.1696
-14 16 1.2690
-14 17 1.3184
-14 18 1.0498
-14 20 1.1157
-14 22 1.1966
-14 23 0.5264
-14 24 1.3371
-14 25 1.0625
-14 26 1.3510
-14 28 1.0679
-14 29 1.0356
-14 30 1.0510
-14 31 1.0441
-14 32 1.3639
-14 33 1.2942
-14 34 1.1695
-14 36 1.0443
-14 37 1.0910
-14 38 1.2405
-14 39 1.3529
-14 40 1.3924
-14 41 1.3805
-14 42 1.3009
-15 1 1.2800
-15 2 1.3369
-15 3 1.3647
-15 4 1.5392
-15 5 1.3296
-15 6 1.2530
-15 7 1.1161
-15 8 1.2769
-15 9 1.2248
-15 10 1.1913
-15 11 1.2508
-15 12 3.1249
-15 14 1.0860
-15 15 1.0275
-15 16 1.2096
-15 17 1.0498
-15 18 0.8014
-15 19 1.0345
-15 20 1.2012
-15 21 1.1088
-15 22 1.3063
-15 23 1.0526
-15 25 1.3303
-15 26 1.6024
-15 27 1.4036
-15 28 1.1926
-15 29 1.0454
-15 30 1.5294
-15 31 1.1376
-15 32 1.1835
-15 34 1.1359
-15 35 1.1908
-15 36 1.2953
-15 37 1.1221
-15 38 1.4169
-15 41 1.1909
-15 42 1.3622
-16 1 1.4734
-16 2 0.8569
-16 3 1.2622
-16 4 1.0617
-16 5 1.2139
-16 6 1.2000
-16 7 1.3271
-16 8 1.1914
-16 9 1.0233
-16 10 1.2705
-16 11 1.0295
-16 12 1.2000
-16 14 1.1702
-16 15 3.0000
-16 16 1.2688
-16 18 1.2680
-16 19 1.2065
-16 20 2.3396
-16 21 1.0924
-16 23 1.0104
-16 26 1.3236
-16 27 1.3515
-16 28 1.4945
-16 29 1.2320
-16 30 1.3591
-16 32 1.3887
-16 33 1.2635
-16 34 1.2906
-16 35 2.1712
-16 36 1.3610
-16 37 1.4776
-16 38 1.4425
-16 39 1.0036
-16 40 1.4488
-16 41 1.2480
-16 42 1.5125
-18 1 1.1000
-18 2 1.1000
-18 4 1.0485
-18 6 6.7221
-18 9 1.3812
-18 10 1.1265
-18 12 0.2486
-18 13 1.1297
-18 15 1.1172
-18 16 1.0603
-18 17 1.2987
-18 18 1.0504
-18 19 1.1530
-18 20 1.4396
-18 21 1.0705
-18 22 1.3283
-18 23 0.9025
-18 25 1.0508
-18 26 1.2722
-18 27 1.0360
-18 28 1.1246
-18 29 1.1633
-18 30 1.3045
-18 31 1.3828
-18 32 1.1075
-18 33 1.1680
-18 34 1.0760
-18 35 1.1952
-18 37 1.2702
-18 38 1.0271
-18 39 1.1703
-18 40 0.9291
-18 41 1.0852
-18 42 1.5370
-19 1 1.5969
-19 2 1.4420
-19 3 1.5275
-19 4 1.6983
-19 5 1.3382
-19 6 1.4164
-19 7 1.2942
-19 8 1.6998
-19 9 1.1885
-19 10 1.2326
-19 11 1.0222
-19 12 1.2792
-19 13 1.7395
-19 14 1.2447
-19 15 1.7264
-19 16 1.2118
-19 17 1.2769
-19 18 1.4101
-19 19 1.0843
-19 20 1.0424
-19 21 1.1869
-19 22 1.0991
-19 23 1.2103
-19 24 1.1288
-19 25 1.1586
-19 26 1.0890
-19 27 1.4248
-19 28 1.4218
-19 29 1.1290
-19 31 1.3824
-19 33 1.2781
-19 34 1.3158
-19 35 1.2362
-19 36 1.2981
-19 40 1.4455
-19 41 1.1453
